frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_20,ID_21,ID_22,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_34,ID_35,ID_37,ID_38,ID_39,ID_40,ID_41,ID_42,ID_43,ID_44,ID_45,ID_46,ID_47,ID_50,ID_51,ID_52,ID_53,ID_55,ID_56,ID_57,ID_58,ID_59,ID_60,ID_61,ID_63,ID_64,ID_65,ID_66,ID_67,ID_68,ID_69,ID_71,ID_72,ID_73,ID_74,ID_75,ID_79,ID_80,ID_81,ID_82,ID_83,ID_84,ID_85,ID_86,ID_87,ID_88,ID_89,ID_91,ID_92,ID_93,ID_95,ID_96,ID_97,ID_98,ID_99,ID_101,ID_103,ID_104,ID_106,ID_107,ID_108,ID_109,ID_110,ID_111,ID_112
1252,,,,(596!742),,,,,,,,,,,,,,,,,,,,(1592!335),(1238!103),,,,,(1240!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,,,,(596!743),,,,,,,,,,,,,,,,,,,,(1592!335),,,,,,(1240!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,,,,(597!741),,,,,,,,,,,,,,,,,,,,(1592!335),(1238!102),,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,,,,(597!743),,,,,,,,,,,,,,,,,,,,(1592!335),(1238!103),,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,,,,(597!743),,,,,,,,,,,,,,,,,,,,(1592!335),(1238!103),,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,,,,(598!744),,,,,,,,,,,,,,,,,,,,(1592!335),(1238!103),,(450!1141),,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,,,,(598!742),,,,,,,,,,,,,,,,,,,,(1592!335),(1238!103),,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,,,,(599!743),,,,,,,,,,,,,,,,,,,,(1592!335),(1238!103),,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,,,,(599!743),,,,,,,,,,,,,,,,,,,,(1592!335),(1238!104),,(451!1140),,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,,,,(598!743),,,,,,,,,,,,,,,,,,,,(1592!335),(1238!103),,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,,,,(599!743),,,,,,,,,,,,,,,,,,,,(1592!335),(1238!103),,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,,,,(599!741),,,,,,,,,,,,,,,,,,,,(1592!335),(1238!104),,,,,(1241!449),(1345!485),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,,,,(599!742),,,,,,,,,,,,,,,,,,,,(1592!335),(1238!104),,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,,,,(600!744),,,,,,,,,,,,,,,,,,,,(1592!335),(1238!104),,,,,(1241!449),(1347!485),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,,,,(600!744),,,,,,,,,,,,,,,,,,,,(1592!335),(1238!103),,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,,,,(600!745),,,,,,,,,,,,,,,,,,,,(1592!335),(1238!103),,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,,,,(600!744),,,,,,,,,,,,,,,,,,,,(1592!335),(1238!103),,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,,,,(601!744),,,,,,,,,,,,,,,,,,,,(1592!335),(1238!103),,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,,,,(601!743),,,,,,,,,,,,,,,,,,,,(1592!335),(1238!103),,,,,(1241!450),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,,,,(601!742),,,,,,,,,,,,,,,,,,,,(1592!335),,,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,,,,(602!743),,,,,,,,,,,,,,,,,,,,(1592!335),,,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,,,,(603!742),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!103),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,,,,(603!743),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!103),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,,,,(603!743),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!103),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,,,,(603!743),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!103),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,,,,(604!742),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!103),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,,,,(604!742),,,,,,,,,,,,,,,,,,,,(1592!336),,(1238!103),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,,,,(603!742),,,,,,,,,,,,,,,,,,,,(1592!336),,(1238!103),(449!1140),,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,,,,(603!742),,,,,,,,,,,,,,,,,,,,(1592!336),,(1238!103),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,,,,(603!742),,,,,,,,,,,,,,,,,,,,(1592!336),,(1238!103),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,,,,(604!742),,,,,,,,,,,,,,,,,,,,(1592!336),,(1238!103),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,,,,(604!743),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!103),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,,,,(603!755),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!103),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,,,,(604!745),,,,,,,,,,,,,,,,,,,,(1592!336),,(1238!103),(450!1140),,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,,,,(604!745),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!103),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,,,,(604!745),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!102),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,,,,(604!744),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!102),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,,,,(605!745),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!102),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,,,,(605!746),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!102),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,,,,(605!745),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!102),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,,,,(606!746),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!102),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,,,,(606!746),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!102),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,,,,(606!747),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!102),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,,,,(607!747),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!102),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,,,,(607!747),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!102),,,,(1240!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,,,,(607!747),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!102),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,,,,(608!747),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!102),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,,,,(608!747),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!102),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,,,,(608!747),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!102),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,,,,(608!747),,,,,,,,,,,,,,,,,,,,(1592!336),,(1238!102),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,,,,(609!749),,,,,,,,,,,,,,,,,,,,(1592!335),,(1238!102),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,,,,(609!748),,,,,,,,,,,,,,,,,,,,(1593!335),,(1238!102),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,,,,(609!748),,,,,,,,,,,,,,,,,,,,(1593!336),,(1237!102),,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,,,,(610!748),,,,,,,,,,,,,,,,,,,,(1593!336),,(1234!102),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,,,,(611!748),,,,,,,,,,,,,,,,,,,,(1593!336),,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,,,,(611!749),,,,,,,,,,,,,,,,,,,(1237!100),(1593!336),,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,,,,(611!748),,,,,,,,,,,,,,,,,,,(1236!100),(1593!336),,(1241!449),(450!1140),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,,,,(611!748),,,,,,,,,,,,,,,,,,,(1236!100),(1593!336),,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,,,,(611!749),,,,,,,,,,,,,,,,,,,(1236!100),(1592!336),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,,,,(612!750),,,,,,,,,,,,,,,,,,,(1235!100),(1592!336),,,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,,,,(613!750),,,,,,,,,,,,,,,,,,,(1235!100),(1592!336),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,,,,(613!749),,,,,,,,,,,,,,,,,,,(1235!100),(1592!336),,,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,,,,(613!749),,,,,,,,,,,,,,,,,,,,(1592!336),,,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,,,,(614!749),,,,,,,,,,,,,,,,,,,,(1592!336),,,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,,,,(615!750),,,,,,,,,,,,,,,,,,,(1234!101),(1592!336),,,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,,,,(615!750),,,,,,,,,,,,,,,,,,,(1234!101),(1592!336),,,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,,,,(616!750),,,,,,,,,,,,,,,,,,,(1233!101),(1592!336),,,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,,,,(616!751),,,,,,,,,,,,,,,,,,,,(1592!336),,,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,,,,(616!752),,,,,,,,,,,,,,,,,,,,(1592!336),,,,,,(1241!449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,,,,(617!753),,,,,,,,,,,,,,,,,,,,(1592!336),,,,,,(1232!102),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,,,,(617!751),,,,,,,,,,,,,,,,,,,,(1592!336),,(1241!449),,,,(1231!103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,,,,(617!751),,,,,,,,,,,,,,,,,,,,(1592!336),,(1241!449),,,,(1231!103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,,,,(618!752),,,,,,,,,,,,,,,,,,,,(1592!336),,(1241!449),,,,(1231!103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,,,,(618!752),,,,,,,,,,,,,,,,,,,,(1592!336),,(1241!449),,,,(1231!103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,,,,(618!752),,,,,,,,,,,,,,,,,,,,(1592!336),,(1240!449),,,,(1231!103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,,,,(618!752),,,,,,,,,,,,,,,,,,,,(1592!336),,(1240!449),,,,(1231!102),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,,,,(618!752),,,,,,,,,,,,,,,,,,,,(1592!336),,(1240!449),,,,(1231!103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,,,,(619!752),,,,,,,,,,,,,,,,,,,,(1592!336),,(1240!449),,,,(1230!103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,,,,(619!752),,,,,,,,,,,,,,,,,,,,(1592!336),,,,,,(1230!103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,,,,(619!753),,,,,,,,,,,,,,,,,,,,(1593!336),,,,,,(1230!103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,,,,(620!753),,,,,,,,,,,,,,,,,,,,(1593!336),,(1240!449),,,,(1230!103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,,,,(620!752),,,,,,,,,,,,,,,,,,,,(1593!336),,(1241!449),,,,(1230!106),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,,,,(621!753),,,,,,,,,,,,,,,,,,,,(1592!336),,(1240!449),,,,(1230!106),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,,,,(621!751),,,,,,,,,,,,,,,,,,,,(1592!336),,(1240!449),,,,(1230!103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,,,,(621!752),,,,,,,,,,,,,,,,,,,,(1592!336),,(1240!449),,,,(1230!103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,,,,(621!752),,,,,,,,,,,,,,,,,,,,(1592!336),,(1240!450),,,,(1229!103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,,,,(621!754),,,,,,,,,,,,,,,,,,,,(1592!336),,(1240!449),,,,(1230!103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,,,,(621!753),,,,,,,,,,,,,,,,,,,,(1592!336),,(1240!449),,,,(1230!103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,,,,(622!752),,,,,,,,,,,,,,,,,,,,(1592!336),,(1240!449),,,,(1230!103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,,,,(622!753),,,,,,,,,,,,,,,,,,,,(1592!336),,(1240!449),,,,(1230!103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,,,,(622!754),,,,,,,,,,,,,,,,,,,,(1592!336),,,(450!1141),,,(1230!103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,,,,(622!755),,,,,,,,,,,,,,,,,,,,(1592!336),,(1240!449),,,,(1230!103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,,,,(623!754),,,,,,,,,,,,,,,,,,,,(1592!336),,(1240!449),,,,(1230!103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,,,,(623!753),,,,,,,,,,,,,,,,,,,,(1592!336),,(1240!449),,,,(1230!104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,,,,(623!754),,,,,,,,,,,,,,,,,,,,(1592!336),,(1241!449),,,,(1229!105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,,,,(624!753),,,,,,,,,,,,,,,,,,,,(1592!336),,(1240!449),,,,(1229!105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,,,,(624!753),,,,,,,,,,,,,,,,,,,,(1593!336),,(1241!449),,,,(1229!105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,,,,(624!754),,,,,,,,,,,,,,,,,,,,(1592!336),,(1240!449),,,,(1229!105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,,,,(624!752),,,,,,,,,,,,,,,,,,,,(1593!336),,(1241!449),,,,(1229!105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,,,,(624!752),,,,,,,,,,,,,,,,,,,,(1593!336),,(1241!449),,,,(1229!104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,,,,(623!752),,,,,,,,,,,,,,,,,,,,(1592!336),,(1241!449),(449!1140),,,(1229!104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,,,,(623!752),,,,,,,,,,,,,,,,,,,,(1592!336),,(1241!449),,,,(1228!105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,,,,(623!752),,,,,,,,,,,,,,,,,,,,(1592!336),,,,,,(1228!105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,,,,(624!753),,,,,,,,,,,,,,,,,,,,(1592!336),,(1240!449),,,,(1228!105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,,,,(624!752),,,,,,,,,,,,,,,,,,,,(1592!336),,(1240!449),,,,(1228!105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,,,,(624!752),,,,,,,,,,,,,,,,,,,,(1593!337),,(1241!449),,,,(1228!105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,,,,(624!752),,,,,,,,,,,,,,,,,,,,(1592!337),,,,,,(1228!105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,,,,(624!752),,,,,,,,,,,,,,,,,,,,(1592!337),,(1241!449),,,,(1227!105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,,,,(624!752),,,,,,,,,,,,,,,,,,,,(1592!337),,(1241!449),,,,(1227!105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,,,,(625!752),,,,,,,,,,,,,,,,,,,,(1592!337),,(1240!449),,,,(1227!106),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,,,,(625!752),,,,,,,,,,,,,,,,,,,,(1592!337),,,,,,(1227!106),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,,,,(625!751),,,,,,,,,,,,,,,,,,,,(1592!337),,(1240!449),,,,(1227!106),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,,,,(625!753),,,,,,,,,,,,,,,,,,,,(1592!337),,(1240!449),,,,(1226!107),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,,,,(626!752),,,,,,,,,,,,,,,,,,,,(1592!337),,(1240!449),,,,(1226!107),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,,,,(626!752),,,,,,,,,,,,,,,,,,,,(1592!337),,(1240!449),,,,(1226!107),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,,,,(627!752),,,,,,,,,,,,,,,,,,,,(1592!337),,(1240!449),,,,(1226!108),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,,,,(628!752),,,,,,,,,,,,,,,,,,,,(1592!337),,(1240!449),,,,(1226!108),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
