frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_13,ID_14,ID_15,ID_16,ID_18,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_31,ID_34,ID_35,ID_36,ID_37,ID_38,ID_39,ID_40,ID_41,ID_42,ID_43,ID_44,ID_45,ID_46,ID_47,ID_48,ID_50,ID_51,ID_52,ID_53,ID_54,ID_55,ID_56,ID_57,ID_58,ID_59,ID_60,ID_61,ID_62,ID_63,ID_64,ID_65,ID_66,ID_68,ID_69,ID_70,ID_71,ID_72,ID_73,ID_74,ID_75,ID_76,ID_77,ID_80,ID_81,ID_82,ID_83,ID_84,ID_85,ID_86,ID_88,ID_89,ID_90,ID_91,ID_92,ID_93,ID_94,ID_95,ID_96,ID_98,ID_99
97,(55!309),(920!441),(1730!740),,,,,(899!1246),(1233!1287),,(881!65),,,(1715!133),(1733!873),(1058!1209),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,(54!309),(920!441),(1731!740),,,,,(898!1247),(1233!1288),,(883!67),,(1730!667),(1715!134),(1733!873),(1058!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,(54!311),(920!442),,,,,,(899!1247),(1233!1288),,(885!67),,,(1715!134),(1733!874),(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,(52!312),(920!442),(1730!741),,,,,(899!1247),(1232!1288),,,,,(1716!135),(1733!874),(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,(51!309),(920!442),(1730!741),,,,,(899!1247),(1232!1288),,(888!67),,(1735!673),,(1734!874),(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,(53!310),(921!442),(1731!740),,,,,(899!1250),(1232!1289),,(890!69),,(1735!680),,(1734!874),(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,(56!312),(921!441),(1731!740),,,,,(899!1247),(1232!1289),,(892!69),,(1736!677),,(1734!873),(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,(57!311),(921!441),(1732!740),,,,,(899!1247),(1231!1289),,(893!68),,,,(1734!873),(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,(56!312),(921!441),(1733!740),,,,,(899!1247),(1236!1282),,(894!69),,(1731!667),,(1734!873),(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,(56!311),(921!441),(1732!740),,,,,(899!1247),(1230!1287),,,,,,(1733!873),(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,(56!310),(919!440),(1731!739),,,,,(898!1246),(1230!1287),,,,,,(1734!873),(1066!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,(56!310),(920!441),(1735!672),,,,,(898!1246),(1230!1287),,,,,,(1734!872),(1060!1209),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,(58!309),(920!440),(1732!631),,,,,(902!1246),(1229!1287),,,,(1733!740),,(1733!873),(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,(60!309),(916!441),,,,,,(902!1246),(1229!1288),,,,(1731!740),,(1733!873),(1059!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,(59!309),(917!441),(1732!669),,,,,(898!1247),(1229!1288),,,,(1732!740),,(1734!873),(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,(57!310),(919!441),(1733!666),,,,,(899!1247),(1234!1281),,,,,,(1734!873),(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,(54!311),(917!442),(1733!667),,,,,(899!1248),,,,,(1732!741),,(1734!874),(795!1125),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,(54!313),(914!442),(1734!668),,,,,(899!1248),,,,,(1732!741),,(1734!874),(795!1126),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,(56!315),(913!442),(1732!667),,,,,(899!1248),,,(912!73),,(1732!741),,(1734!873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,(51!318),(921!441),(1734!673),,,,,(899!1252),,,(913!75),,(1733!741),,(1734!872),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,(51!320),(921!442),(1732!667),,,,,(897!1248),,,(915!75),,(1732!741),,(1734!874),,,(1060!1211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,(49!320),(918!441),(1732!667),,,,,(899!1247),,,(916!75),,(1736!721),,(1734!874),,,(1060!1211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,(46!320),(919!441),(1733!666),,,,,(897!1247),,,(918!75),,(1732!741),,(1734!874),,,(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,(41!319),(921!441),(1732!666),,,,,(896!1246),,,(919!74),,(1733!740),,(1734!873),,(797!1124),(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,(38!323),(912!442),(1734!689),,,,,(899!1246),,,(920!74),,(1733!740),,(1734!873),,(797!1124),(1061!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,(36!325),(920!441),(1730!666),,,,,(898!1246),,,(922!75),,(1731!740),(1687!127),(1734!873),,,(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,(37!325),(920!441),(1734!688),,,(1379!1241),,(898!1247),,,,,(1731!740),,(1734!873),,,(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,(39!323),(920!441),(1736!678),,,(1380!1242),,(902!1246),(1235!1282),,(926!80),,(1731!740),,(1739!873),,,(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,(918!441),,,,,,(899!1247),,(1394!842),(928!81),,(1732!740),,(1734!873),,,(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,(40!321),(921!441),,,,(1381!1244),,(897!1246),,,,,,,(1735!874),,,(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,(41!325),(919!441),(1730!667),,,,,(898!1247),,,,,(1732!741),,(1734!874),,,(1061!1211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,(41!324),(917!442),(1730!667),,,,,(897!1247),,,,,(1732!741),,(1734!874),,,(1060!1211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,(42!323),(913!442),,,,,,(897!1249),,,(934!85),,(1732!741),,(1734!874),,,(1067!1211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,(42!323),(918!442),,,,,,(897!1250),,,(937!87),,(1732!741),,(1735!874),,(802!1129),(1060!1211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,(42!322),(917!441),,,,,,(897!1249),,,(938!87),,(1732!740),,(1735!873),,,(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,(42!321),(921!441),(1731!666),,,,,(897!1247),,,,,(1732!740),,(1734!873),,,(1060!1209),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,(42!321),(918!441),,,,,,(896!1246),,,(941!90),,(1731!740),,(1734!873),,,(1060!1209),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,(42!320),(918!441),,,,,,(899!1246),,,,,(1730!740),,(1734!873),,,(1060!1209),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,(42!320),(913!441),(1730!666),,,,,(899!1246),,,,,(1731!740),,(1734!873),,,(1059!1209),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,(920!441),,,,,,(896!1246),,,(943!95),,(1731!740),,(1734!873),,,(1059!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,(920!441),,,,,,(896!1246),,,(944!97),,(1731!740),,(1734!873),,,(1058!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,(916!441),,,,,,(898!1251),,,(945!98),,(1731!740),,(1734!873),,,(1059!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,(912!442),,,,,,(902!1247),,,(947!101),,(1732!740),,(1733!874),,(802!1127),(1060!1211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,(42!323),(918!442),,,,,,(896!1247),,,(948!102),,(1732!741),,(1734!874),,,(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,(44!327),(918!442),,,,,,(902!1248),,,(950!104),,(1732!741),,(1734!874),,,(1061!1211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,(45!331),(919!442),(1732!667),,,,,(902!1251),,,(952!106),,(1732!741),,(1735!874),,,(1061!1211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,(45!335),(921!442),(1737!696),,,,,(899!1251),,,(956!107),,(1733!741),,(1735!875),,,(1061!1211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,(43!339),(921!442),(1737!696),,,,,(898!1247),,,(954!109),,(1732!741),,(1735!874),,,(1061!1211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,(45!343),(921!441),,,,,,(898!1247),,,(956!110),,(1732!741),,(1734!874),,(802!1130),(1060!1208),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,(45!346),(921!441),(1731!666),,,,,(902!1247),,,(957!111),,(1732!741),,(1734!874),,,(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,(44!352),(920!441),(1730!666),,,,,(899!1246),,,(957!112),,(1731!740),,(1733!873),,,(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,(43!362),(920!441),,,,,,(897!1247),,,,,(1731!740),,(1733!873),,,(1059!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,(46!364),(920!441),,,,,,(899!1246),,,(960!115),,(1730!740),,(1733!873),,,(1059!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,(45!364),(920!441),,,,,,(897!1246),,,(960!116),,(1730!740),,(1733!873),,,(1059!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,(44!363),(921!441),,,,,,(896!1246),,,,,(1730!740),,(1733!873),,(796!1124),(1059!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,(45!360),(920!441),,,,,,(899!1247),,,(962!118),,(1731!740),,(1734!874),,(801!1129),(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,(42!357),(921!442),,,,,,(902!1247),,,(962!120),,(1732!741),,(1734!874),,,(1060!1209),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,(36!359),(922!442),(1731!667),,,,,(896!1251),,(1395!841),(966!121),,(1732!741),,(1735!874),,,(1060!1211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,(37!358),(922!441),,,,,,(896!1247),(1244!1281),,(967!123),,(1732!741),,(1734!874),,,(1060!1211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,(38!357),(922!442),(1737!683),,,,,(896!1248),,,(972!124),,(1732!741),,(1735!874),,,(1060!1211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,(37!357),(922!442),,,,,,(899!1248),,,(970!125),,(1732!741),,(1394!841),,,(1060!1211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,(36!356),(922!441),,,,,,(896!1246),(1245!1281),(1395!840),(971!121),,(1733!741),,(1194!978),,(797!1125),(1060!1211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,(36!355),(921!441),,,,,,(897!1247),,,(976!126),,(1732!741),,,,,(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,(36!355),(921!441),,,,,,(899!1249),,,(973!127),,(1733!741),,,,,(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,(36!355),(920!441),,,,,,(899!1246),,,(974!128),,(1732!740),,,,,(1060!1209),,,(1734!873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,(35!354),(917!441),,,,,,(899!1247),,,(975!130),,(1731!740),,,,,(1060!1209),,,(1733!873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,(34!354),(918!441),(1735!675),,,,,(897!1248),,,(978!131),,(1731!740),,,,,(1060!1210),,,(1733!873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,(33!354),(917!441),,,,,,(898!1247),,,(978!133),,(1731!740),,,,(796!1124),(1059!1210),,,(1733!873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,(33!354),(919!441),,,,,,(898!1249),,,(979!134),,(1731!740),,,,,(1248!1281),,,(1733!874),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,(33!357),(920!441),(1736!695),,,,,(898!1250),,,(980!136),,(1731!740),,,,(796!1124),(1248!1282),,,(1733!874),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,(33!356),(920!441),,,,,,(898!1247),,,,,(1731!741),,,,,,,,(1734!874),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,(33!355),(921!441),,,,,,(897!1247),,,(984!139),,(1732!741),,,,,,,,(1734!874),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,(34!355),(921!441),,,,,,(896!1247),,,(987!140),,(1732!741),,,,,,,,(1734!874),(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,(35!355),(921!441),(1731!666),,,,,(897!1247),,,(988!141),,(1733!741),,,,,,,,(1735!874),(1067!1211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,(35!355),(921!440),(1731!666),,,,,(897!1246),,,(990!142),,(1733!741),,,,,,,,(1735!874),(1060!1211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,(34!354),(923!441),,,,,,(903!1248),,,(991!142),,(1732!741),,,,,,,,(1735!874),(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,(36!354),(921!441),,,,,,(898!1248),,,(993!144),,(1732!741),,,,,,,,(1734!874),(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,(36!354),(921!441),(1731!666),,,,,(899!1248),,,(994!145),,(1732!740),,,,,,,,(1734!873),(1060!1209),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,(36!353),(921!441),(1734!673),,,,,(897!1247),,,(996!147),,(1731!740),,,,,,,,(1733!873),(1060!1209),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,(35!352),(921!440),,,,,,(902!1245),,,(997!148),,(1731!740),,,,,,,,(1734!873),(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,(34!352),(920!440),(1734!672),,,,,(898!1248),,,(998!149),,(1731!740),,,,,,,,(1734!873),(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,(26!353),(920!441),,,,,,(902!1246),,,(999!150),,(1731!740),,,,,,,,(1734!873),(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,(26!353),(920!441),(1734!673),,,,,(902!1247),,,(1000!151),,(1731!741),,,,,,,,(1734!874),(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,(31!354),(921!441),(1730!667),,,,,(898!1247),,,(1002!153),,(1731!741),,,,,,,,(1734!874),(1060!1211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,(32!353),(921!441),(1736!674),,,,,(898!1246),,,(1004!154),,(1732!741),,,,,,,,(1734!874),(1060!1211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,(30!353),(921!441),,,,,,(899!1247),,,(1005!156),,(1732!741),,,,,,,,(1395!841),(1060!1211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,(30!352),(921!441),,,,,,(898!1247),,,(1007!157),,(1732!741),,,,,,,,(1394!841),(1061!1211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,(30!352),(921!441),(1735!672),,,,,(899!1247),,,(1009!157),,(1732!741),,,,,,,,,(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,(25!352),(921!441),(1742!605),,,,,(899!1249),(1252!1285),,(1011!158),,(1732!741),,,,,,,,,(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,(25!353),(921!441),,,,,,(902!1246),(1252!1285),,(1012!158),,(1732!741),,,,,,,,,(1061!1210),(1734!873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,(32!354),(921!441),(1731!666),,,,,(899!1250),(1252!1284),,(1013!159),,(1732!740),,,,,,,,,(1061!1210),(1734!873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,(34!355),(921!440),(1734!672),,,,,(896!1246),(1251!1284),,(1014!160),,(1732!740),,,,,,,,,(1060!1210),(1734!873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,(34!355),(920!441),(1733!671),,,,,(902!1245),(1251!1285),,,,(1731!740),,,,,,,,,(1060!1210),(1734!873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,(920!441),,,,,,(897!1249),(1251!1286),,(1016!163),,(1731!740),,,,,,,,,(1060!1209),(1734!873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,(31!355),(920!440),(1742!622),,,,,(897!1249),(1250!1287),,(1017!164),,(1731!740),,,,,,,,,(1059!1209),(1733!873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,(920!440),,,,,,(896!1249),,,(1018!165),,(1731!740),,,,,,,,,(1059!1210),(1394!841),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,(33!355),(920!441),,,,,,(899!1246),(1250!1287),,(1019!167),,(1731!740),,,,,,,,,(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,(33!355),(921!441),,,,,,(898!1246),,,(1020!168),,(1731!740),,,,,,,,,(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,(36!355),(921!441),,,,,,(898!1248),(1250!1288),,(1022!170),,(1732!741),,,,,,,,,(1060!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,(36!356),(921!441),,,,,,(902!1246),(1250!1288),,(1024!171),,(1732!741),,,,,,,(1390!1275),,(1059!1210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,(35!356),(921!441),,,,,,(903!1246),(1250!1288),,(1026!172),,(1732!740),,,,,,,,,(1059!1210),,(1734!669),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,(36!356),(921!441),,,,,,(903!1246),,,(1028!173),,(1732!741),,,,,,,,,(1059!1210),,(1734!672),(1734!874),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,(36!356),(921!440),,,,,,(903!1246),,,(1029!173),,(1732!741),,,,,,,,,(1059!1210),,(1734!672),(1734!874),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,(36!356),(921!440),,,,,,(903!1246),,,(1032!174),,(1732!740),,,,,,,,,(1059!1210),,(1736!672),(1736!873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,(920!440),,,,,,(902!1246),,,(1034!176),,(1733!740),,,,,,,,,(1059!1210),,(1735!672),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,(920!440),,,,,,(898!1246),,,(1034!178),,(1731!740),,,,,,,,,(1060!1210),,(1733!672),(1734!873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,(920!440),,,,,,(898!1246),,,(1035!179),,(1731!740),,,,,,,,,(1059!1210),,(1733!672),(1733!873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
