frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_13,ID_14,ID_15,ID_16,ID_18,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_31,ID_34,ID_35,ID_36,ID_37,ID_38,ID_39,ID_40,ID_41,ID_42,ID_43,ID_44,ID_45,ID_46,ID_47,ID_48,ID_50,ID_51,ID_52,ID_53,ID_54,ID_55,ID_56,ID_57,ID_58,ID_59,ID_60,ID_61,ID_62,ID_63,ID_64,ID_65,ID_66,ID_68,ID_69,ID_70,ID_71,ID_72,ID_73,ID_74,ID_75,ID_76,ID_77,ID_80,ID_81,ID_82,ID_83,ID_84,ID_85,ID_86,ID_88,ID_89,ID_90,ID_91,ID_92,ID_93,ID_94,ID_95,ID_96,ID_98,ID_99
895,(91!415),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1734!866),,,,,,,,,,,,,,,,,,,,,,(922!1008),,,(1732!737),,,,,,,,,,,,,,,,,,,,,
896,(91!416),(937!345),,,,,,(894!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1734!865),,,,,,,,,,,,,,,,,,,,,,(922!1007),,,(1732!737),,,,,,,,,,,,,,,,,,,,,
897,(91!419),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1613!509),,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,(1728!456),(922!1008),,,(1732!737),,,,,,,,,,,,,,,,,,,,,
898,(90!421),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1611!507),,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,(1727!456),(922!1008),,,(1732!737),,,,,,,,,,,,,,,,,,,,,
899,(89!425),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1735!865),,,,,,(669!783),,,,,,,,,,,,,,,(1727!390),(922!1008),,,(1732!737),,,,,,,,,,,,,,,,,,,,,
900,(89!429),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1736!865),,,,,,,,,,,,,,,,,,,,,(1727!390),(922!1008),,,,,,,,,,,,,,,,,,,,,,,,
901,(89!432),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1609!503),,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,(1727!454),(922!1008),,,(1732!737),,,,,,,,,,,,,,,,,,,,,
902,(88!436),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,(922!1008),,,(1732!737),,,,,,,,,,,,,,,,,,,,,
903,(91!439),(937!345),,,,,,(893!1228),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1610!497),,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,(922!1008),,,(1732!737),,,,,,,,,,,,,,,,,,,,,
904,(88!442),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1610!497),,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,(922!1008),,,,,,,,,,,,,,,,,,,,,,,,
905,(87!444),(937!345),,,,,,(893!1228),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,(922!1008),,,,,,,,,,,,,,,,,,,,,,,,
906,(88!445),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1612!499),,,,,,(1735!865),,,,,,(670!785),,,,,,,,,,,,,,,,(922!1008),,,(1732!737),,,,,,,,,,,,,,,,,,,,,
907,(88!447),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1736!865),,,,,,,,,,,,,,,,,,,,,,(922!1008),,,(1732!737),,,,,,,,,,,,,,,,,,,,,
908,(88!450),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1604!487),,,,,,(1736!865),,,,,,,,,,,,,,,,,,,,,,(922!1008),,,(1732!737),,,,,,,,,,,,,,,,,,,,,
909,(88!452),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1736!865),,,,,,,,,,,,,,,,,,,,,,(922!1008),,,(1732!737),,,,,,,,,,,,,,,,,,,,,
910,(87!454),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1601!484),,,,,,(1735!865),,,,,,(670!783),,,,,,,,,,,,,,,,(921!1008),,,(1732!737),,,,,,,,,,,,,,,,,,,,,
911,(87!456),(937!345),,,,,,(893!1228),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1726!456),,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,(922!1008),,,,,,,,,,,,,,,,,,,,,,,,
912,(86!458),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1729!467),,,,,,(1734!866),,,,,,,,,,,,,,,,,,,,,,(921!1007),,,,,,,,,,,,,,,,,,,,,,,,
913,(86!460),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1734!865),,,,,,,,(212!1156),,,,,,,(768!1130),,,,,,,(921!1007),,,,,,,,,,,,,,,,,,,,,,,,
914,(85!464),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1734!865),,,,,,,,,,,,,,,,,,,,,,(922!1007),,,,,,,,,,,,,,,,,,,,,,,,
915,(85!467),(937!345),,,,,,(893!1226),,,,,,,,,,,,,,,,,,,,,,,,,,,,(1731!471),,,,,,(1734!864),,,,,,,,,,,,,,,,,,,,,,(922!1007),,,,,,,,,,,,,,,,,,,,,,,,
916,(85!468),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1598!475),,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,(922!1008),,,,,,,,,,,,,,,,,,,,,,,,
917,(85!470),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1598!473),,,,,,(1736!866),,,,,,,,,,,,,,,,,,,,,,(922!1008),,,,,,,,,,,,,,,,,,,,,,,,
918,(85!471),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1734!865),,,,,,,,,,,,,,,,,,,,,,(922!1008),,,,,,,,,,,,,,,,,,,,,,,,
919,(85!474),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1599!469),,,,,,(1734!865),,,,,,,,,,,,,,,,,,,,(1726!458),,(922!1008),,,,,,,,,,,,,,,,,,,,,,,,
920,(85!476),(937!345),,,,,,(894!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,(922!1008),,,,,,,,,,,,,,,,,,,,,,,,
921,(85!477),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,(922!1008),,,,,,,,,,,,,,,,,,,,,,,,
922,(85!479),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1734!865),,,,,,,,(214!1156),,,,,,,,,,,,,,(922!1008),,,,,,,,,,,,,,,,,,,,,,,,
923,(85!480),(937!345),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1734!865),,,,,,,,,,,,,,,(762!1132),,,,,,,(922!1008),,,,,,,,,,,,,,,,,,,,,,,,
924,(86!482),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,(922!1007),,,,,,,,,,,,,,,,,,,,,,,,
925,(85!485),(936!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,(1724!458),,(922!1007),,,,,,,,,,,,,,,,,,,,,,,,
926,(85!487),(937!345),,,,,,(893!1226),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1735!867),,,,,,,,,,,,,,,,,,,,,,(922!1008),,,,,,,,,,,,,,,,,,,,,,,,
927,(85!490),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1735!865),,,,,,,,(214!1156),,,,,,,,,,,,(1728!464),,(922!1008),,,,,,,,,,,,,,,,,,,,,,,,
928,(85!492),(933!350),,,,,,(893!1226),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1734!867),,,,,,,,,,,,,,,,,,,,(1727!464),,(922!1008),,,,,,,,,,,,,,,,,,,,,,,,
929,(85!494),(937!344),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1734!867),,,,,,,,,,,,,,,,,,,,,,(922!1008),,,,,,,,,,,,,,,,,,,,,,,,
930,(84!497),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1734!865),,,,,,,,,,,,,,,,,,,,(1727!466),,(922!1008),,,,,,,,,,,,,,,,,,,,,,,,
931,(85!500),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,(1727!469),,(922!1008),,,,,,,,,,,,,,,,,,,,,,,,
932,(85!503),(937!345),,,,,,(893!1226),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1734!865),,,,,,(668!784),,,,,,,,,,,,,,(1726!468),,(922!1008),,,,,,,,,,,,,,,,,,,,,,,,
933,(85!506),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1735!867),,,,,,(668!783),,,,,,,,,,,,,,(1594!444),,(921!1007),,,,,,,,,,,,,,,,,,,,,,,,
934,(85!508),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1741!811),,,,,,(669!783),,,,,,,,,,,,,,(1593!442),,(921!1006),,,,,,,,,,,,,,,,,,,,,,,,
935,(85!511),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1732!737),,,,,,(669!783),,,,,,,,,,,,,,(1593!441),(1736!866),(921!1005),,,,,,,,,,,,,,,,,,,,,,,,
936,(85!514),(933!350),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1732!737),,,,,,(668!782),,(212!1157),,,,,,,,,,,,,(1735!866),(920!1005),,,,,,,,,,,,,,,,,,,,,,,,
937,(85!517),(933!350),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(668!782),,,,,,,,,,,,,,,(1734!865),(920!1005),,(1725!476),,,,,,,,,,,,,,,,,,,,,,
938,(85!521),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(663!780),,,,,,,,,,,,,,,(1735!866),(920!1004),,(1725!478),(1732!737),,,,,,,,,,,,,,,,,,,,,
939,(84!523),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1735!865),(920!1003),,(1726!473),,,,,,,,,,,,,,,,,,,,,,
940,(84!526),(933!350),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1735!865),(920!1002),,(1726!482),(1732!738),,,,,,,,,,,,,,,,,,,,,
941,(85!529),(933!350),,,,,,(893!1226),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1734!865),(919!1002),,(1727!482),(1732!736),,,,,,,,,,,,,,,,,,,,,
942,(85!533),(933!350),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1734!865),(919!1002),,,(1742!800),,,,,,,,,,,,,,,,,,,,,
943,(85!536),(933!351),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(668!783),,,,,,,,,,,,,,,(1735!865),(919!1001),,(1726!484),(1742!800),,,,,,,,,,,,,,,,,,,,,
944,(85!539),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(669!783),,,,,,,,,,,,,,,(1734!865),(918!1000),,(1582!426),,,,,,,,,,,,,,,,,,,,,,
945,(86!542),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(669!783),,,,,,,,,,,,,,,(1734!866),(918!999),,(1582!423),,,,,,,,,,,,,,,,,,,,,,
946,(86!544),(933!350),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(669!783),,,,,,,,,,,,,,,(1734!866),(918!998),,,,,,,,,,,,,,,,,,,,,,,,
947,(86!548),(933!350),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(669!783),,,,,,,,,,,,,,,(1734!866),(916!997),,,,,,,,,,,,,,,,,,,,,,,,
948,(87!552),(933!350),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(668!782),,,,,,,,,,,,,,(1579!418),(1734!865),(915!996),,,,,,,,,,,,,,,,,,,,,,,,
949,(87!554),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(668!782),,,,,,,,,,,,,,,(1734!865),(914!995),,,,,,,,,,,,,,,,,,,,,,,,
950,(89!556),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1575!415),(1734!865),(914!994),,,,(1724!490),,,,,,,,,,,,,,,,,,,,
951,(91!559),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1516!940),,,,,,,,,,,,,(1573!415),(1734!865),(913!992),,,,(1724!491),,,,,,,,,,,,,,,,,,,,
952,(91!563),(936!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(669!783),,,,,,,,,,,,,,,(1734!866),(910!992),,,,(1732!737),,,,,,,,,,,,,,,,,,,,
953,(92!566),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1734!865),(908!990),,,,,,,,,,,,,,,,,,,,,,,,
954,(94!569),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(212!1157),,,,,,,,,,,,,(1734!865),(908!989),,,,,,,,,,,,,,,,,,,,,,,,
955,(95!571),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1732!734),,,,,,(669!783),,,,,,,,,(768!1131),,,,,,(1734!865),(907!987),,,,,,,,,,,,,,,,,,,,,,,,
956,(97!572),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(669!783),,,,,,,,,,,,,,,(1734!865),(907!985),,,,,,,,,,,,,,,,,,,,,,,,
957,(97!576),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(669!783),,,,,,,,,(768!1131),,,,,,(1734!865),(907!984),,,,,(1724!498),,,,,,,,,,,,,,,,,,,
958,(98!579),(937!345),,,,,,(894!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1734!865),(907!983),,,,,(1732!734),,,,,,,,,,,,,,,,,,,
959,(101!582),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(669!783),,,,,,,,,,,,,,,(1734!865),(911!985),,,,,(1732!737),,,,,,,,,,,,,,,,,,,
960,(102!584),(937!345),,,,,,(893!1228),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(669!784),,,,,,,,,(768!1131),,,,,,(1734!865),(904!980),,,,,,,,,,,,,,,,,,,,,,,,
961,(103!587),(937!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(669!784),,,,,,,,,,,,,,,(1734!865),(902!979),,,,,,,,,,,,,,,,,,,,,,,,
962,(105!590),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1734!865),(901!979),,,,,,,,,,,,,,,,,,,,,,,,
963,(107!594),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(670!783),,,,,,,,,(768!1131),,,,,,(1734!865),(900!978),,,,,,,,,,,,,,,,,,,,,,,,
964,(109!597),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,(1734!865),(898!978),,,,,,,,,,,,,,,,,,,,,,,,
965,(109!600),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,(1393!839),,,,,,,,,,,,,,,,,,,,,,,,,,(1734!865),(897!977),,,,,,,,,,,,,,,,,,,,,,,,
966,(111!602),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,(1394!839),,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,(1734!866),(896!976),,,,,,,,,,,,,,,,,,,,,,,,
967,(112!605),(937!345),,,,,,(893!1226),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,(1346!98),,,,,,,,,,,,,,,,,,,,,,,,,(1732!737),(669!783),,,(1734!866),,,,,,,,,,,,,,,,,,,,,
968,(113!609),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(668!783),,,(1734!866),,,,,,,,,,,,,,,,,,,,,
969,(115!612),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,(1552!386),,(668!783),,,(1734!865),,,,,,,,,,,,,,,,,,,,,
970,(117!615),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,(668!784),,,(1734!865),,,,,,,,,,,,,,,,,,,,,
971,(118!618),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1724!515),(669!784),,,(1734!866),,,,(889!973),,,,,,,,,,,,,,,,,
972,(119!622),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1732!734),,,,,,,,,,,,,,,(768!1131),,,,,,(1548!379),(669!784),,,(1734!865),,,,(888!971),,,,,,,,,,,,,,,,,
973,(122!625),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1554!382),,,,,,(1732!737),,,,,,,,,,,,,,,(768!1131),,,,,,(1346!99),(669!784),,,(1734!866),,,,(886!969),,,,,,,,,,,,,,,,,
974,(126!628),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1548!375),(1394!840),,,,,(1734!734),,,,,,,,,,,,,,,(768!1131),,,,,,,(669!784),,,(1734!865),,,,(885!966),,,,,,,,,,,,,,,,,
975,(124!631),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1547!374),,,,,,(1732!734),,,,,,,,,,,,,,,,,,,,,,(669!784),,,(1734!865),,,,(883!965),,,,,,,,,,,,,,,,,
976,(125!633),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1546!373),,,,,,(1732!734),,,,,,,,,,,,,,,,,,,,,,(668!783),,,(1734!865),,,,(881!964),(1723!529),,,,,,,,,,,,,,,,
977,(128!636),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1545!371),,,,,,(1732!737),,,,,,,,,,,,,,,,,,,,,,(669!782),,,(1734!864),,,,(879!963),(1724!531),,,,,,,,,,,,,,,,
978,(130!641),(937!347),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1544!371),,,,,,(1732!737),,,,,,,,,,,,,,,,,,,,,,,,,(1734!865),,,,(878!963),,,,,,,,,,,,,,,,,
979,(134!644),(937!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1542!368),,,,,,(1732!737),,,,,,,,,,,,,,,(768!1131),,,,,,,(668!782),,,(1734!866),,,,(877!963),,,,,,,,,,,,,,,,,
980,(136!646),(937!345),,,,,,(893!1226),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1540!367),,,,,,(1732!737),,,,,,,,,,,,,,,(768!1131),,,,,,,(668!782),,,(1734!866),,,,(875!963),(1722!537),,,,,,,,,,,,,,,,
981,(139!650),(937!345),,,,,,(893!1226),,,,,,,,,,,,,,,,,,,,,,,,,,,,(1539!366),,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,(668!782),,,(1734!868),,,,(873!961),(1723!537),,,,,,,,,,,,,,,,
982,(141!653),(937!346),,,,,,(893!1226),,,,,,,,,,,,,,,,,,,,,,,,,,,,(1537!365),(1393!839),,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,(668!782),,,(1734!866),,,,(871!960),(1732!737),,,,,,,,,,,,,,,,
983,(145!655),(936!345),,,,,,(893!1226),,,(1110!241),,,,,,,,,,,,,,,,,,,,,,,,,(1721!539),,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,(668!782),,,(1734!865),,,,(869!959),(1732!737),,,,,,,,,,,,,,,,
984,(147!657),(937!345),,,,,,(893!1226),,,(1110!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,(667!782),,,(1734!865),,,,(867!958),(1732!737),,,,,,,,,,,,,,,,
985,(150!659),(937!346),,,,,,(893!1227),,,(1110!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(667!782),,,(1734!866),,,,(866!956),(1732!737),,,,,,,,,,,,,,,,
986,(151!661),(937!346),,,,,,(893!1227),,,(1110!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1734!865),,,,(768!1131),(1732!737),,,,,,,,,,,,,,,,
987,(154!664),(937!346),,,,,,(893!1226),,,(1110!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1742!797),,,,,,,,,,,,,,,,,,,,,,(668!782),,,(1734!866),,,(1530!359),(768!1131),(1732!737),,,,,,,,,,,,,,,,
988,(156!667),(936!346),,,,,,(893!1227),,,(1110!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1741!797),,,,,,,,,,,,,,,,,,,,,,(668!782),,,(1734!865),,,(1529!358),(768!1131),(1732!737),,,,,,,,,,,,,,,,
989,(158!669),(937!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1742!797),,,,,,,,,,,,,,,,,,,,,,(668!782),,,(1734!865),,,(1529!357),,(1732!737),,,,,,,,,,,,,,,,
990,(160!671),(937!346),,,,,,(893!1227),,,(1110!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(668!782),,,(1735!866),,,(1529!357),,(1732!737),(858!947),,,,,,,,,,,,,,,
991,(161!673),(937!346),,,,,,(893!1227),,,(1110!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1742!797),,,,,,,,,,,,,,,(768!1131),,,,,,,(668!782),,,(1734!866),,,(1527!356),,(1732!737),(855!947),,,,,,,,,,,,,,,
992,(165!676),(936!346),,,,,,(893!1227),,,(1110!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,(667!782),,,(1734!864),,,(1526!355),,(1732!737),(854!947),,,,,,,,,,,,,,,
993,(167!678),(937!346),,,,,,(893!1227),,,(1110!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,(668!782),,,(1734!865),,,(1523!354),,(1732!737),(857!948),,,,,,,,,,,,,,,
994,(169!681),(937!346),,,,,,(893!1227),,,(1110!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,(668!782),,,(1734!865),,,,,(1723!561),(850!946),,,,,,,,,,,,,,,
995,(171!683),(936!346),,,,,,(893!1227),,,(1110!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(668!782),,,(1734!865),,,(1522!351),,(1724!567),(847!945),,,,,,,,,,,,,,,
996,(174!684),(937!346),,,,,,(893!1227),,,(1110!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(668!782),,,(1734!864),,,(1519!350),,(1724!568),(845!944),,,,,,,,,,,,,,,
997,(176!687),(937!346),,,,,,(893!1227),,,(1110!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1128),,,,,,,(668!782),,,(1734!865),,,,,(1730!641),(845!944),,,,,,,,,,,,,,,
998,(178!689),(937!346),,,,,,(893!1227),,,(1110!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,(668!782),,,(1734!865),,,,,(1732!737),(843!943),,,,,,,,,,,,,,,
999,(180!692),(937!346),,,,,,(894!1226),,,(1110!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(762!1130),,,,,,,(668!782),,,(1734!864),,,(1518!354),,,(842!943),,,,,,,,,,,,,,,
1000,(182!693),(937!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(667!782),,,(1734!864),,,(1722!570),,,(842!942),,,,,,,,,,,,,,,
