frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_24,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_34,ID_36,ID_38,ID_40,ID_41,ID_42,ID_43,ID_47,ID_48,ID_50,ID_51,ID_52,ID_53,ID_55,ID_56,ID_57,ID_58,ID_59,ID_61,ID_64,ID_66,ID_69,ID_70,ID_71,ID_72,ID_73,ID_74,ID_77,ID_79,ID_80,ID_82,ID_83,ID_84,ID_85,ID_86,ID_87,ID_88,ID_89,ID_90,ID_91,ID_92,ID_93,ID_94,ID_95,ID_96,ID_97,ID_98,ID_99,ID_100,ID_101,ID_102,ID_103,ID_104,ID_105,ID_106,ID_107,ID_108,ID_109,ID_110,ID_111,ID_112,ID_113,ID_114,ID_115,ID_116,ID_117,ID_118,ID_119,ID_120,ID_121,ID_122,ID_124,ID_125,ID_127,ID_129,ID_130,ID_131,ID_133,ID_134,ID_135,ID_137,ID_138,ID_139,ID_140,ID_141,ID_143,ID_144,ID_145,ID_147,ID_148,ID_149,ID_150,ID_151,ID_153,ID_154,ID_155,ID_156,ID_157,ID_158,ID_159,ID_160,ID_161,ID_162,ID_164,ID_165,ID_166,ID_167,ID_168,ID_169,ID_170
568,,(1748!489),,,(99!936),,,,,,,,,(830!1149),,,,,,,,,,,,,,,,,(1750!363),,,,,,,,(1423!288),,,,,,,,,,,(968!195),,,,,,,(1650!1239),,,(1532!1142),(1209!1082),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,,(1748!491),,,(98!937),,,,,,,,,(830!1149),,,,,,,,,,,,,,,,,(1749!362),,,,,,,,(1423!288),,,,,,,,,,,(967!195),,,,,,,(1650!1239),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,,,,,(97!939),,,,,,,,,(830!1149),,,,,,,,,,,,,,,,,(1750!361),,,,,,,,,,,,,,,,,,,(967!194),,,,,,,(1650!1240),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,,,,,(96!939),,,,,,,,,(829!1150),,,,,,,,,,,,,,,,,(1749!361),,,,,,,,,,,,,,,,,,,(968!194),,,,,,,(1649!1240),,,,,(1563!325),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,,,,,(94!940),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,(1754!412),,,,,,,,,,,,,,,,,,,(968!195),,,,,,,(1649!1241),,,,,(1563!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,,,,,(94!941),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,(1748!492),,,,,,,,,,,,,,,,,,,(969!195),,,,,,,(1649!1240),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,,,,,(93!942),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,(1748!495),,,,,,,,,,,,,,,,,,,(969!196),,,(882!595),,,,(1649!1242),,,,,(1563!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,,,,,(92!942),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1649!1239),,,,,,(1072!574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,,,,,(91!942),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1649!1241),,,,(1182!1073),,(1069!579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,,,,,(91!942),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(970!197),,,,,,,(1649!1240),,,,(1180!1073),(1565!318),,(1749!364),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,,,,,(90!942),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(970!197),,,,,,,(1649!1240),,,,(1178!1074),(1748!498),,(1749!359),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,,,,,(89!942),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,(1420!291),,,,,,,,,,,(970!197),,,,,,,(1649!1241),,,,,(1748!502),,(1748!358),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,,,,(88!943),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(971!197),,,,,,,(1649!1239),,,,,(1748!503),,(1748!358),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,,,,,(88!943),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,(1422!297),,,,,,,,,,,(971!197),,,,,,,(1649!1242),,,,,(1748!503),,(1749!362),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,,,,,(87!945),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,(1420!292),,,,,,,,,,,(971!197),,,,,,,(1649!1241),,,,,,,(1748!362),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,,,,,(86!945),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(971!197),,,(880!600),,,,(1649!1240),,,,,,,(1748!363),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,,,,(84!946),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(972!197),,,(879!599),,,,(1649!1241),,,,,(1748!505),,(1748!358),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,,,,,(84!946),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(972!198),,,(878!598),,,,(1649!1242),,,,(1151!1059),(1748!507),,(1748!362),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,,,,,(83!948),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(974!198),,,(879!600),,,,(1649!1242),,,,,,,(1748!362),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,,,,,(82!949),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(973!197),,,,,,,(1649!1240),,,,,,,(1747!363),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,,,,,(81!949),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(974!197),,,,,,,(1649!1242),,,,(1142!1054),,,(1748!358),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,,,,,(80!949),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(975!197),,,,,,,(1649!1242),,,,(1138!1051),(1748!507),,(1748!362),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,,,,,(78!951),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,(1425!303),,,,,,,,,,,(973!198),,,,,,,(1648!1240),,,,(1137!1048),(1748!507),(1067!581),(1747!363),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,,,,,,,,,,,,,,(829!1147),,,,,,,,,,,,,,,,,,,,,,,,,(1425!304),,,,,,,,,,,,,,(874!586),,,,(1648!1241),,,,,(1748!509),(1067!574),(1747!362),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,,,,,(75!951),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(975!199),,,,,,,(1648!1241),,,,,(1748!509),(1066!573),(1747!358),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,,,,,(74!951),,,,,,,,,(829!1147),,,,,,,,,,,,,,,,,,,,,,,,,(1425!304),,,,,,,,,,,(976!198),,,,,,,(1648!1241),,,,,(1748!509),(1065!573),(1747!358),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,,,,,(74!952),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,(1424!299),,,,,,,,,,,,,,,,,,(1648!1241),,,,(1125!1036),(1748!509),(1064!575),(1747!362),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,,,,,(72!952),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,(1425!305),,,,,,,,,,,(977!200),,,(855!592),,,,(1649!1242),,,,(1120!1033),(1747!512),(1064!584),(1748!358),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,,,,,(70!953),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,(1425!304),,,,,,,,,,,,,,(856!592),,,,(1649!1242),,,,,(1748!513),(1066!582),(1747!358),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,,,,,(70!953),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,(1425!304),,,,,,,,,,,,,,(858!591),,,,(1648!1242),,,,(1112!1028),(1747!514),(1067!581),(1747!358),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,,,,,(69!955),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,(1425!304),,,,,,,,,,,(981!200),,,(857!589),,,,(1648!1242),,(1531!1142),,,(1747!516),(1069!583),(1747!362),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,,,,,(67!956),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,(1425!304),,,,,,,,,,,(982!200),,,(857!589),,,,,,,,,(1747!516),,(1748!357),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,,,,,(67!958),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,(1425!305),,,,,,,,,,,(983!200),,,,,,,(1647!1242),,,,(1103!1019),(1747!517),,(1746!362),,(1571!1075),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,,,,,(66!958),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,(1425!305),,,,,,,,,,,,,,(858!589),,,,(1647!1242),,,,,(1746!518),(1067!581),(1745!363),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,,,,,(65!959),,,,,,,,,(829!1147),,,,,,,,,,,,,,,,,,,,,,,,,(1425!305),,,,,,,,,,,,,,,,,,(1646!1242),,(1570!1075),,(1096!1013),(1746!518),,(1745!363),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,,,,,(65!959),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,(1425!305),,,,,,,,,,,(982!197),,,(859!592),,,,(1645!1242),,(1570!1075),,(1093!1011),(1747!518),,(1746!364),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,,,,,(63!961),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,(1425!305),,,,,,,,,,,(983!197),,,,,,,(1645!1242),,,,(1089!1007),,,(1746!365),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,,,,,(62!962),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,(1425!305),,,,,,,,,,,(983!195),,,,,,,(1645!1242),,,,,,,(1746!365),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,,,,,,,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,(1425!304),,,,,,,,,,,(984!196),,,,,,,(1644!1243),,(1532!1140),,,,,(1745!366),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,,,,,(59!965),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1745!910),,(1644!1243),,(1083!995),,,(1745!366),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,,,,,,,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,(1425!304),,,,,,,,,,,(985!196),,,,,,,(1754!522),,(1644!1243),,,,,(1745!366),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,,,,,,,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,(1425!305),,,,,,,,,,,(985!197),,,,,,,,,(1644!1242),,(1078!985),,(1061!575),(1746!366),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,,,,,,,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(986!197),,,,,,,,,(1644!1242),,(1079!980),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,,,,,,,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,(1425!306),,,,,,,,,,,(986!197),,,(855!589),,,,,,(1643!1241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,,,,,,,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,(1425!307),,,,,,,,,,,(988!197),,,(853!589),,,,,,(1643!1243),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,,,,,,,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,(1425!307),,,,,,,,,,,(988!196),,,(854!591),,,,,,(1643!1243),,,(1753!522),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,,,,,,,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,(1425!308),,,,,,,,,,,(990!196),,,(856!592),,,,,,(1643!1243),,,(1753!512),,(1745!360),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,,,,,(51!966),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(991!196),,,,,,,,,(1643!1243),,(1073!958),(1753!505),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,,,,,,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,(1424!304),,,,,,,,,,,(992!196),,,,,,,,,(1642!1243),,,(1753!514),,(1747!353),,,,(1744!870),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,,,,,,,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(992!196),,,(858!596),,,,,,(1642!1241),,(1071!947),(1753!519),,(1746!353),,,,(1570!1074),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,,,,,,,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(993!196),,,(861!597),,,,,,(1643!1243),,(1070!943),(1753!522),,(1746!352),,,,(1570!1074),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,,,,,,,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(994!195),,,(864!598),,,,,,(1642!1241),,,,,(1747!350),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,,,,,,,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(995!196),,,,,,,,,(1643!1242),,,(1753!519),,(1746!348),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,,,,,,,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(996!194),,,(865!597),,,,,,(1643!1242),,(1063!932),(1564!321),,(1747!348),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,,(1753!523),,,(51!969),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(997!195),,,,,,,,,(1643!1240),,,,,(1746!347),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,,(1753!519),,,(50!969),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(998!196),,,,,,,,,(1643!1242),,,,,(1747!346),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,,,,,(50!970),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(999!195),,,,,,,,,(1643!1243),,(1058!922),,,(1747!345),,,,,(1745!841),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,,(1753!514),,,(51!971),,,,,,,,,(828!1148),,,,,,,,,,,,,,,,,,,,,,,,,(1428!313),,,,,,,,,,,(1000!195),,,(870!600),,,,,,(1643!1243),,,,,(1748!345),,,,,(1745!836),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,,,,,,,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1001!195),,,(871!596),,,,,,(1643!1243),,,,,(1749!344),,,,,(1754!810),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,,,,,,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1002!194),,,(869!592),,,,,,(1643!1243),,,,,(1748!347),,,,,(1750!812),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,,,,,,,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,(1428!316),,,,,,,,,,,(1003!193),,,,,,,,,(1643!1243),,(1049!907),,,(1748!347),,,,,(1751!812),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,,,,,(51!975),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1003!193),,,,,,,,,(1643!1243),,(1049!908),,,(1748!342),,,,,(1572!1074),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,,,,,(48!976),,,,,,,,,(773!1131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1004!192),,,,,,,,,(1641!1243),,,,,(1754!520),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,,,,,(48!977),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1005!192),,,,,,,,,(1642!1243),,,,,(1754!521),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,,,,,(47!977),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1005!192),,,(867!586),,,,,,(1641!1242),,(1040!891),,,(1754!515),,,,(1386!1310),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,,,,(47!977),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1006!193),,,(871!584),,,,,,(1641!1242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,,,,,(47!977),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1006!192),,,(876!583),,,,,,(1641!1242),,,,,(1755!523),,,(1571!1073),,,(1743!828),(774!1131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,,,,,(47!977),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1006!192),,,(877!581),,,,,,(1640!1243),,,,,(1755!523),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,,,,,(46!978),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1006!192),,,(878!582),,,,,,(1640!1243),,(1030!873),,,(1755!515),,,(1571!1073),,,,,(1433!326),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,,,,,,,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1006!192),,,(877!581),,,,,,(1639!1243),,(1028!869),,,(1755!515),,,(1571!1074),,,,,(1432!326),(1746!337),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,,,,,(48!978),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1006!192),,,(876!581),,,,,,(1639!1244),,,,,(1755!517),,,(1571!1074),,,,,,(1746!335),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,,,,,(47!978),,,,,,,,,(828!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1006!193),,,(874!582),,,,,,(1638!1244),,,,,(1755!518),(1562!326),,(1396!1314),,,,(778!1132),,(1748!334),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,,,,,(45!979),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1006!193),,,(874!581),,,,,,(1638!1244),,,,,,(1562!327),,(1393!1313),,,,(781!1133),,(1746!334),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,,,,(45!979),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1006!193),,,,,,,,,(1637!1244),,,,,,(1562!327),,,,,,,,(1746!333),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,,,,,(45!979),,,,,,,,,(829!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1006!193),,,(871!576),,,,,,(1636!1244),,,,,,,,,,,,(786!1134),,(1746!332),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,,,,(44!980),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1006!193),,,(867!576),,,,,,(1636!1245),,(1018!848),,,,,,,,,,(786!1132),,(1746!331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
