frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13
607,(698!82),(152!200),(696!242),,,,(841!847),,,,,,,(639!998)
608,(698!82),(151!200),(695!243),,,,(842!848),,,,,,(61!498),(639!998)
609,(697!82),(151!200),(695!242),,,,(842!847),,,,,,(60!497),(639!998)
610,(697!82),(152!200),(695!243),,,,(842!847),,,,,,(60!498),(638!1002)
611,(697!82),(152!200),(695!242),,,,(842!847),,,,,,(60!498),(639!998)
612,(697!82),(152!200),(695!242),,,,(842!847),,,,,,,(639!998)
613,(696!83),(152!200),(696!243),,,,(841!847),,,,,,(63!497),(639!998)
614,(696!83),(152!200),(696!243),,,,(842!847),,,,,,,(639!998)
615,(696!83),(152!200),(696!243),,,,(842!847),,,,,,,(639!998)
616,(696!83),(152!200),(696!243),,,,(842!846),,,,,,,(640!998)
617,(696!84),(152!200),(695!243),,,,(842!847),,,,,,(60!498),(640!998)
618,(696!83),(152!200),(695!243),,,,(842!846),,,,,,(64!499),(639!998)
619,(696!83),(152!200),(695!243),,,,(842!846),,,,,,,(639!998)
620,(696!83),(152!200),(695!243),,,,(842!846),,,,,,,(639!998)
621,(696!83),(152!200),(695!243),,,,(842!846),,,,,,(64!499),(639!998)
622,(696!83),(152!200),(695!242),,,,(842!846),,(40!587),,,,(61!498),(639!998)
623,(696!83),(152!200),(695!242),,,,(842!846),,,,,,(63!499),(639!998)
624,(696!83),(152!200),(695!242),,,,(842!845),,,,,,(60!497),(639!998)
625,(696!82),(152!200),(695!242),,,,(842!846),,,,,,(60!497),(639!998)
626,(696!83),(152!200),(695!242),,,,(842!846),,,,,,,
627,(696!83),(152!200),(695!242),,,,(842!846),,,,,,,(639!998)
628,(698!81),(152!200),(694!242),,,,(843!846),,,,,,(60!496),(638!1003)
629,(696!82),(152!200),(694!241),,,,(843!846),,,,,,(63!498),(638!1003)
630,(696!82),(152!200),(694!241),,,,(843!845),,,,,,,(638!1003)
631,(696!82),(152!200),(694!241),,,,(844!845),,,,,,,(639!998)
632,(697!80),(152!200),(694!241),,,,(844!845),,,,,,(62!498),(638!1003)
