frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_13,ID_14,ID_15,ID_16,ID_18
169,,"(846,854)","(1353,852)","(946,770)","(96,468)",,"(1329,215)","(1245,172)","(461,106)","(485,79)","(434,70)",,,,,,
170,,"(845,854)","(1353,852)","(950,771)","(97,468)",,"(1329,215)","(1245,170)","(456,104)","(485,78)","(435,70)","(46,601)",,,,,
171,,"(845,854)","(1353,851)","(951,771)","(100,467)","(1360,296)","(1329,214)","(1245,170)","(461,105)","(486,78)","(435,70)","(44,596)",,,,,
172,,"(846,853)","(1354,850)","(952,770)","(103,466)","(1360,296)","(1329,214)","(1245,170)","(456,102)","(486,74)","(435,69)",,,"(1255,61)",,,
173,,"(846,853)","(1353,850)","(951,770)","(103,466)","(1360,295)","(1330,215)","(1245,170)","(457,102)","(486,76)","(435,69)","(44,600)","(54,80)",,,,
174,,"(846,852)","(1353,849)","(951,769)","(103,465)","(1359,293)","(1330,214)",,"(456,102)","(485,76)","(434,68)","(44,598)",,,,,
175,,"(846,852)","(1353,849)","(952,768)","(103,465)",,"(1328,215)","(1245,169)","(461,103)","(486,76)","(435,68)","(44,595)",,"(1255,60)",,,
176,,"(846,852)","(1353,849)","(952,769)","(100,465)",,"(1328,216)","(1245,168)","(461,103)","(485,75)","(434,67)",,,"(1255,61)",,,
177,,"(849,850)","(1353,849)","(952,768)","(102,465)",,"(1327,217)","(1245,167)","(461,102)","(485,75)","(434,67)",,,"(1254,61)",,,
178,,"(845,850)","(1353,849)","(952,769)","(102,465)",,"(1326,213)","(1245,167)","(456,100)","(485,73)","(434,67)",,,,,,
179,,"(845,849)","(1352,849)","(951,769)","(102,465)",,"(1326,214)",,"(461,102)","(485,73)","(434,68)",,,,,,
180,,"(845,849)","(1352,849)","(951,769)","(102,465)",,"(1326,215)","(1245,168)","(461,103)","(485,73)","(435,68)",,,"(1254,59)",,,
181,,"(844,848)","(1352,849)","(950,769)","(99,466)",,"(1326,215)",,"(455,101)","(485,73)","(434,68)",,,,,,
182,,"(843,849)","(1352,850)","(947,769)","(101,466)",,"(1327,216)","(1244,169)","(461,103)","(485,74)","(434,68)","(46,598)",,,,,
183,,"(843,849)","(1352,851)","(950,771)","(101,467)",,"(1328,217)","(1243,170)","(460,104)","(484,74)","(434,69)",,,,,,
184,,"(846,849)","(1352,851)","(947,770)","(102,468)",,"(1328,218)","(1244,171)","(461,105)","(485,75)","(434,69)",,,,,,
185,,"(845,850)","(1352,851)","(951,771)","(101,467)",,"(1326,216)","(1243,171)","(460,105)","(484,75)","(434,70)",,,,,,
186,,"(841,850)","(1352,851)","(951,770)","(99,468)",,"(1326,220)","(1243,171)","(460,105)","(485,75)","(434,70)",,,,,,
187,,"(845,850)","(1352,851)","(952,771)","(99,468)",,"(1328,220)","(1243,170)","(460,105)","(485,75)","(434,70)",,,,,,
