frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_15,ID_16,ID_18
141,"(276,1009)",,"(645,813)","(470,506)","(620,324)","(438,61)","(1320,1001)",,,,,,"(1341,556)",,,
142,"(276,1009)",,"(642,813)","(470,506)","(621,322)","(437,60)","(1321,999)",,,,,,"(1343,553)",,,
143,"(278,1013)",,"(643,811)","(470,506)","(621,324)","(437,61)","(1319,1000)",,,,,"(502,45)","(1343,556)",,,
144,"(276,1009)","(393,887)","(643,813)","(471,506)","(622,323)","(437,60)","(1321,998)",,,,,,"(1339,553)",,,
145,"(278,1013)","(393,886)","(640,813)","(471,506)","(625,323)","(437,61)","(1320,998)",,,,,,"(1339,552)",,,
146,"(277,1009)","(397,888)","(640,809)","(471,506)","(628,323)","(437,61)","(1320,997)",,,,,,"(1341,556)",,,
147,"(278,1013)","(396,887)","(639,814)","(471,505)","(626,323)","(438,61)","(1322,995)",,,,,"(502,45)","(1340,555)",,,
148,"(278,1012)","(396,886)","(638,808)","(471,506)","(627,321)","(442,61)","(1322,994)",,,,,"(502,45)","(1338,555)",,,
149,"(278,1013)","(394,883)","(636,808)","(471,506)","(622,323)","(442,61)","(1320,992)",,,,,,"(1338,550)",,,
150,"(278,1012)","(396,881)","(635,808)","(470,506)","(623,323)","(442,60)","(1322,990)",,,,,,"(1338,549)",,,
151,"(278,1013)","(394,883)","(635,808)","(470,506)","(624,323)","(441,61)","(1317,989)",,,,,,"(1337,549)",,,
152,"(278,1013)","(395,882)","(633,808)","(471,505)","(628,322)","(442,61)","(1319,988)",,,,,,"(1336,549)",,,
153,"(276,1009)","(394,882)","(632,810)","(470,506)","(631,323)","(441,61)","(1321,988)",,,,,,"(1335,549)",,,
154,"(278,1013)","(394,882)","(627,809)","(470,506)","(625,323)","(437,61)","(1318,986)",,,,,,"(1334,548)",,,
155,"(276,1009)","(392,881)","(626,807)","(470,506)","(626,323)","(437,61)","(1319,984)",,,,,,"(1334,550)",,,
156,"(276,1009)","(392,880)","(629,808)","(470,506)","(626,323)","(442,61)","(1320,983)",,,,,,"(1333,550)",,,
157,"(276,1009)","(392,881)","(628,808)","(470,506)","(626,323)","(441,61)","(1320,982)",,,,,,"(1332,549)",,,
158,"(276,1009)","(392,882)","(626,809)","(469,506)","(626,323)","(437,61)","(1320,980)",,,,,,"(1332,548)",,,
159,"(276,1009)","(390,882)","(628,808)","(469,506)","(627,320)","(437,61)","(1320,979)",,,,,,"(1331,549)",,,
160,"(276,1009)","(391,879)","(628,809)","(469,506)","(628,318)","(441,61)","(1320,978)",,,,,,"(1331,546)",,,
161,"(276,1009)","(386,878)","(628,808)","(469,506)","(626,321)","(436,61)","(1322,977)",,,,,,"(1330,547)",,,
162,"(276,1009)",,"(627,808)","(470,506)","(628,318)","(437,61)","(1322,975)",,,,,,"(1330,547)",,,
163,"(276,1009)","(384,879)","(627,808)","(470,506)","(628,317)","(437,61)","(1322,974)",,,,,,"(1329,546)",,,
164,"(276,1009)",,"(627,806)","(470,506)","(626,315)","(437,61)","(1322,972)",,,,,,"(1329,546)",,,
165,"(276,1009)",,"(626,808)","(470,506)",,"(437,61)","(1323,971)",,,,,,"(1328,547)",,,
166,"(276,1008)","(387,879)","(626,807)","(470,505)","(629,313)","(441,60)","(1324,970)",,,,,"(501,45)","(1329,545)",,,
167,"(276,1009)","(386,879)","(626,807)","(470,506)","(629,314)","(441,61)","(1323,970)",,,,,,"(1328,546)",,,
168,"(278,1013)","(383,874)","(625,808)","(470,506)","(629,313)","(442,61)","(1325,969)",,,,,,"(1327,546)",,,
169,"(276,1009)","(382,873)","(625,807)","(470,506)","(629,313)","(437,61)","(1325,968)",,,,,"(502,45)","(1326,546)",,,
170,"(276,1009)",,"(625,807)","(470,506)","(629,312)","(442,61)","(1326,967)",,,,,,"(1326,544)",,,
171,"(276,1009)","(384,877)","(625,807)","(470,506)","(629,312)","(437,61)","(1327,967)",,,,,,"(1326,545)",,,
172,"(276,1009)","(384,877)","(625,808)","(471,506)","(629,315)","(442,61)","(1329,966)",,,,,,"(1326,544)",,,
173,"(276,1009)","(384,877)","(623,808)","(470,506)","(629,313)","(437,61)","(1330,965)",,,,,,"(1325,543)",,,
174,"(277,1013)","(383,877)","(622,809)","(470,506)","(629,312)","(437,61)","(1330,965)",,,,,,"(1324,542)",,,
175,"(276,1009)","(383,877)","(622,808)","(470,506)","(628,313)","(437,61)","(1330,965)",,,,,,"(1324,542)",,,
176,"(275,1009)","(383,877)","(621,807)","(470,506)","(629,311)","(437,61)","(1330,964)",,,,,,"(1323,541)",,,
177,"(275,1010)","(381,874)","(619,811)","(469,506)","(629,310)","(437,61)","(1331,963)",,,,,,"(1322,541)",,,
178,"(276,1010)","(384,877)","(620,810)","(469,506)","(630,311)","(441,61)","(1332,961)",,,,,,"(1322,539)",,,
179,"(276,1009)","(384,876)","(619,809)","(469,506)","(630,310)","(441,61)","(1333,960)",,,,,,"(1321,539)",,,
180,"(276,1009)","(383,876)","(618,809)","(469,506)","(631,313)","(441,61)","(1333,959)",,,,,,"(1321,538)",,,
181,"(275,1009)","(383,874)","(618,808)","(469,506)","(630,309)","(442,61)","(1334,958)",,,,,,"(1321,538)",,,
182,"(276,1009)","(383,874)","(617,808)","(470,506)","(630,309)","(442,61)","(1335,957)",,,,,,"(1321,537)",,,
183,"(276,1009)","(383,874)","(617,812)","(469,505)","(631,307)","(437,61)","(1334,956)",,,,,,"(1320,536)",,,
184,"(276,1009)","(379,870)","(617,810)","(470,506)","(634,309)","(441,61)","(1335,955)",,,,,,"(1320,535)",,,
185,"(276,1009)","(380,870)","(617,813)","(470,506)",,"(437,61)","(1336,954)",,,,,,"(1319,534)",,,
186,"(276,1009)","(380,870)","(616,811)","(470,506)","(628,315)","(437,61)","(1335,952)",,,,,,"(1319,535)",,,
187,"(276,1010)","(379,870)","(616,814)","(470,506)","(629,316)","(437,61)","(1334,952)",,,,,,"(1318,534)",,,
188,"(276,1010)",,"(616,810)",,,"(437,61)","(1334,949)",,,,,,"(1317,533)",,,
189,"(278,1013)","(382,874)","(616,814)",,,"(437,61)","(1337,949)",,,,,,"(1317,536)",,,
190,"(276,1010)",,"(615,812)",,,"(437,61)","(1336,947)",,,,,,"(1316,534)",,,
191,"(276,1010)","(381,874)","(614,812)",,,"(437,61)","(1336,946)",,,,,,"(1316,533)",,,
192,"(276,1009)",,"(613,812)",,,"(437,61)","(1335,944)",,,,,,"(1316,531)",,,
193,"(276,1010)","(377,871)","(613,809)",,,"(437,61)","(1336,943)",,,,,,"(1316,530)",,,
194,"(276,1010)","(378,870)","(611,809)",,,"(437,61)","(1336,941)",,,,,"(499,46)","(1316,530)",,,
195,"(275,1009)","(378,870)","(610,809)",,,"(437,61)","(1336,940)",,,,,,"(1316,529)",,,
196,"(276,1009)","(379,870)","(609,807)",,,"(437,61)","(1337,939)",,,,,,"(1315,529)",,,
197,"(276,1009)","(378,869)","(609,812)",,"(636,310)","(437,61)","(1337,936)",,,,,,"(1315,528)",,,
198,"(276,1009)","(373,869)","(606,810)",,"(635,313)","(437,61)","(1337,935)",,,,,"(501,45)","(1315,527)",,,
199,"(277,1013)","(375,870)","(605,810)",,"(637,314)","(437,61)","(1338,933)",,,,,,"(1314,526)",,,
200,"(277,1013)","(376,868)","(605,810)","(470,506)","(638,315)","(437,61)","(1339,932)",,,,,,"(1314,525)",,,
201,"(277,1013)","(375,867)","(604,814)","(470,506)","(636,314)","(437,60)","(1334,931)",,,,,,"(1315,524)",,,
202,"(277,1013)","(378,869)","(603,811)","(469,506)","(638,314)","(437,61)","(1336,928)",,,,,,"(1313,523)",,,
203,"(276,1009)","(375,868)","(602,809)",,"(637,314)","(437,61)","(1335,927)",,,,,,"(1314,523)",,,
204,"(276,1009)","(377,870)","(601,808)","(470,506)","(637,314)","(437,61)","(1335,925)",,,,,,"(1312,523)",,,
205,"(276,1009)","(377,869)","(601,809)",,"(637,313)","(437,61)","(1336,924)",,,,,,"(1312,522)",,,
206,"(278,1013)","(373,867)","(601,809)","(470,506)","(641,311)","(437,61)","(1336,922)",,,,,,"(1312,521)",,,
207,"(276,1009)","(376,867)","(600,813)","(470,506)","(641,313)","(437,61)","(1335,921)",,,,,,"(1311,521)",,,
208,"(276,1009)","(375,868)","(600,812)","(470,506)","(642,314)","(437,61)","(1334,920)",,,,,,"(1311,521)",,,
209,"(276,1010)","(375,867)","(599,810)","(470,506)","(639,314)","(437,61)","(1334,918)",,,,,,"(1310,520)",,,
210,"(276,1010)","(374,867)","(598,807)","(470,506)","(641,314)","(436,61)","(1333,917)",,,,,"(499,46)","(1310,519)",,,
211,"(276,1009)","(374,867)","(597,815)","(471,506)","(641,312)","(436,61)","(1333,915)",,,,,"(500,46)","(1310,520)",,,
212,"(276,1009)","(374,867)","(596,810)","(470,506)","(642,311)","(436,61)","(1332,914)",,"(55,1023)",,,"(501,46)","(1310,520)",,,
213,"(278,1013)","(370,865)","(596,809)",,"(641,311)","(436,61)","(1333,913)",,,,,,"(1310,520)",,,
214,"(276,1010)","(373,866)","(595,809)",,"(642,309)",,"(1332,911)",,,,,,"(1309,520)",,,
215,"(276,1009)","(373,866)","(595,806)",,"(642,309)",,"(1333,908)",,,,,,"(1309,520)",,,
216,"(276,1009)","(372,865)","(595,808)",,"(644,308)",,"(1332,907)",,,,,,"(1310,519)",,,
217,"(276,1009)","(372,866)","(594,812)","(470,506)","(644,307)",,"(1333,906)",,,,,"(501,45)","(1310,519)",,,
218,"(276,1009)","(372,866)","(593,812)","(470,506)","(645,307)","(432,61)","(1331,905)",,,,,,"(1310,519)",,,
219,"(276,1009)","(372,866)","(592,807)","(470,506)","(646,307)",,"(1334,903)",,,,,,"(1310,519)",,,
220,"(276,1009)","(372,864)","(591,807)","(470,506)","(646,306)","(430,61)","(1333,902)",,,,,,"(1310,519)",,,
221,"(276,1009)","(371,864)","(591,807)","(470,506)","(649,305)","(429,61)","(1333,900)",,,,,,"(1310,519)",,,
222,"(278,1013)","(371,864)","(590,808)",,"(650,305)","(429,60)","(1333,900)",,,,,,"(1310,518)",,,
223,"(278,1013)","(371,864)","(588,806)","(470,506)","(649,305)","(430,55)","(1334,899)",,,,,,"(1310,517)",,,
224,"(276,1009)","(373,864)","(588,808)","(471,506)","(653,305)","(428,61)","(1334,899)",,,,,,"(1310,519)",,,
